tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc
EEY69436.1,-,PTHR12848.orig.30.pir,-,2.1e-08,32.7,0.1,3.5e-08,32.0,0.1,GCA_000142945.1
EEY65921.1,-,PTHR12848.orig.30.pir,-,2.2e-08,32.6,0.0,2.4e-08,32.5,0.0,GCA_000142945.1
EEY61397.1,-,PTHR12848.orig.30.pir,-,2.3e-08,32.6,0.0,4.3e-07,28.3,0.0,GCA_000142945.1
EEY68492.1,-,PTHR12848.orig.30.pir,-,2.4e-08,32.5,0.1,2.4e-08,32.5,0.1,GCA_000142945.1
EEY56057.1,-,PTHR12848.orig.30.pir,-,2.9e-08,32.2,1.0,4e-08,31.7,1.0,GCA_000142945.1
EEY64535.1,-,PTHR12848.orig.30.pir,-,3.1e-08,32.1,0.0,7.1e-08,30.9,0.0,GCA_000142945.1
EEY55485.1,-,PTHR12848.orig.30.pir,-,3.4e-08,32.0,4.0,8.1e-06,24.1,1.9,GCA_000142945.1
EEY57323.1,-,PTHR12848.orig.30.pir,-,5.6e-08,31.3,0.1,5.6e-06,24.6,0.0,GCA_000142945.1
EEY68588.1,-,PTHR12848.orig.30.pir,-,8.5e-08,30.7,1.1,1.5e-06,26.5,1.1,GCA_000142945.1
EEY56318.1,-,PTHR12848.orig.30.pir,-,1e-07,30.4,0.0,1.3e-07,30.1,0.0,GCA_000142945.1
EEY70310.1,-,PTHR12848.orig.30.pir,-,1.3e-07,30.1,0.0,7.1e-07,27.6,0.0,GCA_000142945.1
EEY64019.1,-,PTHR12848.orig.30.pir,-,1.4e-07,30.0,0.0,2.1e-07,29.3,0.0,GCA_000142945.1
EEY61699.1,-,PTHR12848.orig.30.pir,-,1.7e-07,29.7,0.3,1.9e-06,26.2,0.1,GCA_000142945.1
EEY68094.1,-,PTHR12848.orig.30.pir,-,1.9e-07,29.5,0.1,2.4e-07,29.2,0.1,GCA_000142945.1
EEY70029.1,-,PTHR12848.orig.30.pir,-,3.2e-07,28.8,1.8,4.1e-07,28.4,1.8,GCA_000142945.1
EEY64288.1,-,PTHR12848.orig.30.pir,-,3.5e-07,28.6,0.7,4.5e-07,28.3,0.7,GCA_000142945.1
EEY68889.1,-,PTHR12848.orig.30.pir,-,4.1e-07,28.4,0.2,5.1e-07,28.1,0.2,GCA_000142945.1
EEY54751.1,-,PTHR12848.orig.30.pir,-,5.6e-07,28.0,0.0,7.6e-07,27.5,0.0,GCA_000142945.1
EEY61848.1,-,PTHR12848.orig.30.pir,-,6.1e-07,27.8,0.0,1.5e-06,26.6,0.0,GCA_000142945.1
EEY69591.1,-,PTHR12848.orig.30.pir,-,6.3e-07,27.8,0.0,0.0027,15.8,0.0,GCA_000142945.1
EEY59316.1,-,PTHR12848.orig.30.pir,-,6.3e-07,27.8,0.0,6.9e-07,27.7,0.0,GCA_000142945.1
EEY68813.1,-,PTHR12848.orig.30.pir,-,7.8e-07,27.5,0.1,1e-05,23.8,0.1,GCA_000142945.1
EEY60977.1,-,PTHR12848.orig.30.pir,-,8.4e-07,27.4,2.5,0.0055,14.7,0.2,GCA_000142945.1
EEY66875.1,-,PTHR12848.orig.30.pir,-,1.3e-06,26.7,0.2,9.8e-06,23.8,0.2,GCA_000142945.1
EEY53610.1,-,PTHR12848.orig.30.pir,-,1.4e-06,26.6,8.8,1.9e-06,26.2,0.0,GCA_000142945.1
EEY57324.1,-,PTHR12848.orig.30.pir,-,2.1e-06,26.0,0.0,2.6e-06,25.7,0.0,GCA_000142945.1
EEY54557.1,-,PTHR12848.orig.30.pir,-,2.3e-06,25.9,0.0,4.7e-06,24.9,0.0,GCA_000142945.1
EEY68724.1,-,PTHR12848.orig.30.pir,-,2.4e-06,25.9,1.0,0.00018,19.7,1.0,GCA_000142945.1
EEY64063.1,-,PTHR12848.orig.30.pir,-,3.4e-06,25.3,0.0,0.00018,19.6,0.0,GCA_000142945.1
EEY65865.1,-,PTHR12848.orig.30.pir,-,6.1e-06,24.5,0.1,0.0029,15.7,0.0,GCA_000142945.1
EEY70274.1,-,PTHR12848.orig.30.pir,-,6.2e-06,24.5,0.0,1.6e-05,23.2,0.0,GCA_000142945.1
EEY57346.1,-,PTHR12848.orig.30.pir,-,6.4e-06,24.5,0.6,0.0091,14.0,0.1,GCA_000142945.1
EEY68253.1,-,PTHR12848.orig.30.pir,-,6.5e-06,24.4,0.5,7.1e-06,24.3,0.5,GCA_000142945.1
EEY64178.1,-,PTHR12848.orig.30.pir,-,9.5e-06,23.9,2.3,0.0096,13.9,0.5,GCA_000142945.1
EEY54249.1,-,PTHR12848.orig.30.pir,-,1e-05,23.8,0.1,0.0089,14.0,0.0,GCA_000142945.1
EEY65151.1,-,PTHR12848.orig.30.pir,-,1.2e-05,23.5,0.1,1.3e-05,23.4,0.1,GCA_000142945.1
EEY60851.1,-,PTHR12848.orig.30.pir,-,1.7e-05,23.0,0.0,4.3e-05,21.7,0.0,GCA_000142945.1
EEY63929.1,-,PTHR12848.orig.30.pir,-,1.8e-05,23.0,0.4,7e-05,21.0,0.4,GCA_000142945.1
EEY67835.1,-,PTHR12848.orig.30.pir,-,1.8e-05,22.9,2.5,0.00097,17.2,0.0,GCA_000142945.1
EEY62003.1,-,PTHR12848.orig.30.pir,-,2e-05,22.8,0.1,0.00024,19.2,0.0,GCA_000142945.1
EEY61245.1,-,PTHR12848.orig.30.pir,-,2.1e-05,22.7,0.2,0.00014,20.0,0.0,GCA_000142945.1
EEY64581.1,-,PTHR12848.orig.30.pir,-,2.3e-05,22.6,0.0,0.0064,14.5,0.0,GCA_000142945.1
EEY69168.1,-,PTHR12848.orig.30.pir,-,2.5e-05,22.5,3.2,1.6,6.6,0.0,GCA_000142945.1
EEY59927.1,-,PTHR12848.orig.30.pir,-,2.7e-05,22.4,0.0,3.5e-05,22.0,0.0,GCA_000142945.1
EEY55368.1,-,PTHR12848.orig.30.pir,-,2.8e-05,22.3,5.4,0.0016,16.5,2.4,GCA_000142945.1
EEY65833.1,-,PTHR12848.orig.30.pir,-,3.1e-05,22.2,0.0,0.00011,20.3,0.0,GCA_000142945.1
EEY65811.1,-,PTHR12848.orig.30.pir,-,3.1e-05,22.2,2.2,0.013,13.5,0.3,GCA_000142945.1
EEY67734.1,-,PTHR12848.orig.30.pir,-,3.2e-05,22.2,0.0,0.01,13.8,0.0,GCA_000142945.1
EEY55530.1,-,PTHR12848.orig.30.pir,-,4e-05,21.8,0.4,4.8e-05,21.5,0.4,GCA_000142945.1
EEY61886.1,-,PTHR12848.orig.30.pir,-,4.3e-05,21.7,3.3,0.016,13.2,0.2,GCA_000142945.1
EEY66017.1,-,PTHR12848.orig.30.pir,-,4.5e-05,21.6,0.0,0.22,9.5,0.0,GCA_000142945.1
EEY53120.1,-,PTHR12848.orig.30.pir,-,4.7e-05,21.6,0.5,0.00068,17.7,0.1,GCA_000142945.1
EEY54609.1,-,PTHR12848.orig.30.pir,-,4.9e-05,21.5,0.6,0.00036,18.7,0.0,GCA_000142945.1
EEY66841.1,-,PTHR12848.orig.30.pir,-,6.3e-05,21.2,0.0,8.1e-05,20.8,0.0,GCA_000142945.1
EEY60535.1,-,PTHR12848.orig.30.pir,-,0.00011,20.4,0.0,0.00011,20.3,0.0,GCA_000142945.1
EEY56023.1,-,PTHR12848.orig.30.pir,-,0.00015,19.9,0.7,0.00035,18.7,0.7,GCA_000142945.1
EEY59440.1,-,PTHR12848.orig.30.pir,-,0.0002,19.5,0.0,0.00025,19.2,0.0,GCA_000142945.1
EEY65785.1,-,PTHR12848.orig.30.pir,-,0.00023,19.3,0.0,0.0012,16.9,0.0,GCA_000142945.1
EEY67781.1,-,PTHR12848.orig.30.pir,-,0.00033,18.8,0.0,0.00033,18.8,0.0,GCA_000142945.1
EEY57999.1,-,PTHR12848.orig.30.pir,-,0.00035,18.7,0.0,0.00065,17.8,0.0,GCA_000142945.1
EEY54122.1,-,PTHR12848.orig.30.pir,-,0.00036,18.7,9.0,0.0011,17.1,8.4,GCA_000142945.1
EEY56684.1,-,PTHR12848.orig.30.pir,-,0.00038,18.6,0.0,0.00082,17.5,0.0,GCA_000142945.1
EEY61401.1,-,PTHR12848.orig.30.pir,-,0.00041,18.5,0.1,0.00098,17.2,0.0,GCA_000142945.1
EEY64085.1,-,PTHR12848.orig.30.pir,-,0.00046,18.3,0.0,0.00065,17.8,0.0,GCA_000142945.1
EEY54472.1,-,PTHR12848.orig.30.pir,-,0.00048,18.2,0.0,0.00057,18.0,0.0,GCA_000142945.1
EEY63669.1,-,PTHR12848.orig.30.pir,-,0.00062,17.9,5.6,0.024,12.6,2.1,GCA_000142945.1
EEY58308.1,-,PTHR12848.orig.30.pir,-,0.00065,17.8,0.1,0.0012,16.9,0.1,GCA_000142945.1
EEY54253.1,-,PTHR12848.orig.30.pir,-,0.00066,17.8,0.2,0.0011,17.0,0.2,GCA_000142945.1
EEY55416.1,-,PTHR12848.orig.30.pir,-,0.00081,17.5,0.0,0.0012,16.9,0.0,GCA_000142945.1
EEY58772.1,-,PTHR12848.orig.30.pir,-,0.00085,17.4,0.1,0.0012,16.9,0.1,GCA_000142945.1
EEY56058.1,-,PTHR12848.orig.30.pir,-,0.0014,16.7,0.0,0.018,13.1,0.0,GCA_000142945.1
EEY69788.1,-,PTHR12848.orig.30.pir,-,0.0018,16.3,0.0,0.0024,15.9,0.0,GCA_000142945.1
EEY55946.1,-,PTHR12848.orig.30.pir,-,0.0038,15.3,0.1,0.0045,15.0,0.1,GCA_000142945.1
EEY68841.1,-,PTHR12848.orig.30.pir,-,0.0041,15.2,4.2,0.0044,15.0,4.2,GCA_000142945.1
EEY61396.1,-,PTHR12848.orig.30.pir,-,0.0079,14.2,0.0,0.0099,13.9,0.0,GCA_000142945.1
EEY68827.1,-,PTHR12848.orig.30.pir,-,0.0084,14.1,0.1,0.014,13.4,0.1,GCA_000142945.1
EEY56484.1,-,PTHR12848.orig.30.pir,-,0.0095,13.9,0.1,0.039,11.9,0.0,GCA_000142945.1
EEY53586.1,-,PTHR12848.orig.30.pir,-,0.01,13.8,0.0,0.68,7.8,0.0,GCA_000142945.1
EEY55009.1,-,PTHR12848.orig.30.pir,-,0.015,13.3,1.1,0.016,13.2,1.1,GCA_000142945.1
EEY60346.1,-,PTHR12848.orig.30.pir,-,0.017,13.1,0.4,0.029,12.3,0.4,GCA_000142945.1
EEY59032.1,-,PTHR12848.orig.30.pir,-,0.02,12.9,0.4,0.18,9.7,0.3,GCA_000142945.1
EEY69227.1,-,PTHR12848.orig.30.pir,-,0.033,12.2,0.1,0.06,11.3,0.1,GCA_000142945.1
EEY66111.1,-,PTHR12848.orig.30.pir,-,0.033,12.1,4.6,0.89,7.4,0.4,GCA_000142945.1
EEY64736.1,-,PTHR12848.orig.30.pir,-,0.04,11.9,0.3,0.043,11.8,0.3,GCA_000142945.1
EEY53311.1,-,PTHR12848.orig.30.pir,-,0.044,11.7,0.0,0.06,11.3,0.0,GCA_000142945.1
EEY61422.1,-,PTHR12848.orig.30.pir,-,0.071,11.0,0.1,0.13,10.2,0.1,GCA_000142945.1
EEY62973.1,-,PTHR12848.orig.30.pir,-,0.1,10.5,4.8,0.14,10.1,1.9,GCA_000142945.1
EEY57231.1,-,PTHR12848.orig.30.pir,-,0.12,10.2,1.1,0.18,9.7,1.1,GCA_000142945.1
EEY53445.1,-,PTHR12848.orig.30.pir,-,0.16,9.9,3.5,0.17,9.8,3.5,GCA_000142945.1
EEY70462.1,-,PTHR12848.orig.30.pir,-,0.16,9.8,0.5,0.46,8.4,0.5,GCA_000142945.1
EEY61874.1,-,PTHR12848.orig.30.pir,-,0.26,9.2,47.2,1.6,6.6,0.8,GCA_000142945.1
EEY67428.1,-,PTHR12848.orig.30.pir,-,0.39,8.6,11.8,0.87,7.4,7.0,GCA_000142945.1
EEY55731.1,-,PTHR12848.orig.30.pir,-,0.39,8.6,8.7,0.43,8.4,8.7,GCA_000142945.1
EEY54050.1,-,PTHR12848.orig.30.pir,-,1.5,6.7,4.8,1.7,6.5,4.8,GCA_000142945.1
EEY65533.1,-,PTHR12848.orig.30.pir,-,1.5,6.6,10.3,1.5,6.7,10.3,GCA_000142945.1
EEY54048.1,-,PTHR12848.orig.30.pir,-,2.2,6.1,8.0,2.3,6.0,8.0,GCA_000142945.1
EEY67754.1,-,PTHR12848.orig.30.pir,-,5.7,4.7,21.7,7.2,4.4,21.7,GCA_000142945.1
EEY63766.1,-,PTHR12848.orig.30.pir,-,8.3,4.2,18.5,11,3.8,18.5,GCA_000142945.1
EED89335.1,-,PTHR12848.orig.30.pir,-,0,1297.3,0.0,0,1296.8,0.0,GCA_000149405.2
EED92757.1,-,PTHR12848.orig.30.pir,-,3e-19,68.0,1.1,4.2e-14,50.9,0.0,GCA_000149405.2
EED90164.1,-,PTHR12848.orig.30.pir,-,1.9e-18,65.4,2.3,5e-13,47.4,0.6,GCA_000149405.2
EED91576.1,-,PTHR12848.orig.30.pir,-,1.7e-16,58.9,0.0,3.3e-07,28.1,0.0,GCA_000149405.2
EED91201.1,-,PTHR12848.orig.30.pir,-,1.6e-15,55.6,0.0,2.4e-09,35.2,0.1,GCA_000149405.2
EED94797.1,-,PTHR12848.orig.30.pir,-,5e-14,50.7,0.1,5.8e-09,33.9,0.0,GCA_000149405.2
EED90094.1,-,PTHR12848.orig.30.pir,-,5.1e-14,50.7,0.0,3e-10,38.2,0.1,GCA_000149405.2
EED88060.1,-,PTHR12848.orig.30.pir,-,9.6e-14,49.8,0.3,1.5e-13,49.1,0.3,GCA_000149405.2
EED90676.1,-,PTHR12848.orig.30.pir,-,2.1e-13,48.6,0.5,2.9e-11,41.6,0.5,GCA_000149405.2
EED95712.1,-,PTHR12848.orig.30.pir,-,2.4e-13,48.4,0.1,2.9e-13,48.2,0.1,GCA_000149405.2
EED89370.1,-,PTHR12848.orig.30.pir,-,9.2e-13,46.5,5.8,3.6e-11,41.2,5.8,GCA_000149405.2
EED87820.1,-,PTHR12848.orig.30.pir,-,1.2e-12,46.2,0.0,1.5e-12,45.8,0.0,GCA_000149405.2
EED89829.1,-,PTHR12848.orig.30.pir,-,1.6e-12,45.7,0.0,1.8e-12,45.5,0.0,GCA_000149405.2
EED92694.1,-,PTHR12848.orig.30.pir,-,2.6e-12,45.0,0.1,2.6e-12,45.0,0.1,GCA_000149405.2
EED89566.1,-,PTHR12848.orig.30.pir,-,7.7e-12,43.4,0.1,1.3e-06,26.1,0.1,GCA_000149405.2
EED93545.1,-,PTHR12848.orig.30.pir,-,8.7e-12,43.3,0.1,2.1e-08,32.1,0.0,GCA_000149405.2
EED92392.1,-,PTHR12848.orig.30.pir,-,8.9e-12,43.2,0.1,3.3e-05,21.5,0.0,GCA_000149405.2
EED94497.1,-,PTHR12848.orig.30.pir,-,1e-11,43.0,10.6,4.1e-11,41.0,6.0,GCA_000149405.2
EED96646.1,-,PTHR12848.orig.30.pir,-,2.2e-11,42.0,2.3,3.3e-11,41.4,2.3,GCA_000149405.2
EED90876.1,-,PTHR12848.orig.30.pir,-,2.8e-11,41.6,4.1,1.7e-09,35.7,2.1,GCA_000149405.2
EED95425.1,-,PTHR12848.orig.30.pir,-,2.9e-11,41.5,0.0,4.5e-08,31.0,0.0,GCA_000149405.2
EED91759.1,-,PTHR12848.orig.30.pir,-,3e-11,41.5,8.9,4.9e-11,40.8,8.9,GCA_000149405.2
ACI64541.1,-,PTHR12848.orig.30.pir,-,3.2e-11,41.4,0.0,2.2e-09,35.3,0.1,GCA_000149405.2
ACI64363.1,-,PTHR12848.orig.30.pir,-,6.6e-11,40.4,0.2,6.8e-11,40.3,0.2,GCA_000149405.2
EED95736.1,-,PTHR12848.orig.30.pir,-,1e-10,39.7,0.0,5.1e-06,24.2,0.2,GCA_000149405.2
EED95920.1,-,PTHR12848.orig.30.pir,-,1.1e-10,39.6,0.0,3e-08,31.5,0.0,GCA_000149405.2
EED93422.1,-,PTHR12848.orig.30.pir,-,1.2e-10,39.5,10.2,1.9e-06,25.6,10.0,GCA_000149405.2
EED88259.1,-,PTHR12848.orig.30.pir,-,1.5e-10,39.2,0.6,1.9e-10,38.9,0.6,GCA_000149405.2
EED89399.1,-,PTHR12848.orig.30.pir,-,1.5e-10,39.2,0.6,1.9e-10,38.9,0.6,GCA_000149405.2
EED92374.1,-,PTHR12848.orig.30.pir,-,2.2e-10,38.6,1.0,3.3e-10,38.1,1.0,GCA_000149405.2
EED88584.1,-,PTHR12848.orig.30.pir,-,2.9e-10,38.2,0.0,3.6e-10,37.9,0.0,GCA_000149405.2
EED87521.1,-,PTHR12848.orig.30.pir,-,8.3e-10,36.7,0.0,0.00055,17.4,0.0,GCA_000149405.2
EED95570.1,-,PTHR12848.orig.30.pir,-,2.6e-09,35.1,0.0,5.8e-09,33.9,0.0,GCA_000149405.2
EED93142.1,-,PTHR12848.orig.30.pir,-,2.8e-09,35.0,0.0,2.5e-07,28.5,0.1,GCA_000149405.2
EED92451.1,-,PTHR12848.orig.30.pir,-,8e-09,33.5,0.1,9.5e-09,33.2,0.1,GCA_000149405.2
EED89875.1,-,PTHR12848.orig.30.pir,-,1.1e-08,33.0,0.1,2e-08,32.1,0.0,GCA_000149405.2
EED87517.1,-,PTHR12848.orig.30.pir,-,1.3e-08,32.7,0.0,1.9e-08,32.2,0.0,GCA_000149405.2
EED92731.1,-,PTHR12848.orig.30.pir,-,1.4e-08,32.7,5.4,1.9e-08,32.2,5.4,GCA_000149405.2
