tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc
EAS35871.3,-,TCO89,PF10452.14,8.2e-07,27.7,14.9,0.00041,18.8,0.1,GCA_000149335.2
EDV11046.1,-,TCO89,PF10452.14,7.4e-117,390.1,62.8,1.6e-116,389.0,62.8,GCA_000149365.1
EDK36138.2,-,TCO89,PF10452.14,1.7e-14,52.4,56.4,1.9e-07,29.1,2.4,GCA_000149425.1
EEQ42693.1,-,TCO89,PF10452.14,1e-13,49.7,55.1,1.8e-08,32.4,1.3,GCA_000149445.2
EDN10005.1,-,TCO89,PF10452.14,2.8e-05,22.6,13.8,3.2e-05,22.4,0.1,GCA_000149585.1
EDK43613.1,-,TCO89,PF10452.14,3.3e-12,44.8,51.0,4.1e-09,34.5,2.6,GCA_000149685.1
KMU83666.1,-,TCO89,PF10452.14,1.9e-07,29.9,11.5,0.00076,18.0,0.0,GCA_000149815.1
EEB06655.2,-,TCO89,PF10452.14,6.3e-11,40.3,0.2,6.3e-11,40.3,0.2,GCA_000149845.2
KMP01160.1,-,TCO89,PF10452.14,8.6e-07,27.7,14.9,0.00043,18.8,0.1,GCA_000149895.1
EDU49663.1,-,TCO89,PF10452.14,3.7e-08,32.4,2.7,3.7e-08,32.4,2.7,GCA_000149985.1
EDO19428.1,-,TCO89,PF10452.14,7.3e-243,805.9,54.4,1e-242,805.5,54.4,GCA_000150035.1
KMM65282.1,-,TCO89,PF10452.14,1.3e-06,27.1,15.1,0.00046,18.6,0.1,GCA_000150055.1
KMU74256.1,-,TCO89,PF10452.14,9.6e-09,34.2,4.1,0.00027,19.5,0.0,GCA_000150085.1
EEH05687.1,-,TCO89,PF10452.14,3.7e-07,28.7,10.3,9.3e-06,24.1,0.1,GCA_000150115.1
EDP54127.1,-,TCO89,PF10452.14,8.5e-06,24.4,1.6,0.052,11.9,0.0,GCA_000150145.1
EEH19508.1,-,TCO89,PF10452.14,0.00018,19.8,0.5,0.00018,19.8,0.5,GCA_000150475.2
EPX73686.1,-,TCO89,PF10452.14,1.2e-28,98.8,17.8,1.1e-14,52.7,4.2,GCA_000150505.2
EGY16269.1,-,TCO89,PF10452.14,0.0051,15.3,0.0,0.0051,15.3,0.0,GCA_000150675.2
EGY14147.1,-,TCO89,PF10452.14,0.38,9.1,10.0,0.085,11.3,6.6,GCA_000150675.2
EEH38337.1,-,TCO89,PF10452.14,6e-06,24.7,16.2,0.00019,19.8,0.1,GCA_000150705.2
EEH38802.1,-,TCO89,PF10452.14,0.018,13.2,0.3,0.026,12.7,0.3,GCA_000150705.2
EEH47481.1,-,TCO89,PF10452.14,0.00037,18.7,0.3,0.00037,18.7,0.3,GCA_000150735.2
EEY23164.1,-,TCO89,PF10452.14,0.00093,17.7,24.7,0.0042,15.5,0.0,GCA_000150825.1
EEY23899.1,-,TCO89,PF10452.14,0.2,10.0,7.2,0.35,9.2,7.2,GCA_000150825.1
EFR04970.1,-,TCO89,PF10452.14,0.0028,15.9,14.1,0.031,12.5,0.1,GCA_000150975.2
EGC49415.1,-,TCO89,PF10452.14,5e-07,28.3,10.5,1.2e-05,23.8,0.1,GCA_000151005.2
CCU75282.1,-,TCO89,PF10452.14,0.016,13.0,25.3,0.019,12.7,21.5,GCA_000151065.3
EFE36330.1,-,TCO89,PF10452.14,0.00041,18.5,17.2,0.0038,15.3,2.2,GCA_000151125.2
EEQ32075.1,-,TCO89,PF10452.14,0.0053,15.0,19.9,0.0074,14.5,0.1,GCA_000151145.1
EGE03785.1,-,TCO89,PF10452.14,0.00021,19.6,14.0,0.029,12.5,0.0,GCA_000151175.1
KNE56402.1,-,TCO89,PF10452.14,8.8e-08,31.9,0.0,9.5e-08,31.8,0.0,GCA_000151295.1
EER23797.1,-,TCO89,PF10452.14,3.8e-07,28.4,14.1,0.00026,19.0,0.0,GCA_000151335.1
EGD86777.1,-,TCO89,PF10452.14,0.003,16.0,17.0,0.0054,15.2,1.3,GCA_000151425.1
EGD95099.1,-,TCO89,PF10452.14,0.0002,19.6,14.0,0.029,12.5,0.0,GCA_000151455.1
EFE42943.1,-,TCO89,PF10452.14,0.00037,18.7,16.4,0.0056,14.8,1.9,GCA_000151505.1
EGE77523.1,-,TCO89,PF10452.14,2.7e-08,32.8,4.0,2.7e-05,22.9,0.1,GCA_000151595.1
CAZ83326.1,-,TCO89,PF10452.14,1e-07,30.3,0.2,8.8e-05,20.6,0.0,GCA_000151645.1
CAZ84131.1,-,TCO89,PF10452.14,0.061,11.2,0.1,0.078,10.9,0.1,GCA_000151645.1
EFQ90467.1,-,TCO89,PF10452.14,8.1e-08,31.3,2.0,8.1e-08,31.3,2.0,GCA_000166005.1
EQL33610.1,-,TCO89,PF10452.14,2.8e-08,32.8,4.0,2.7e-05,22.9,0.1,GCA_000166155.1
EGR49043.1,-,TCO89,PF10452.14,2.7e-05,22.6,12.9,0.0075,14.5,0.1,GCA_000167675.2
EFW21825.1,-,TCO89,PF10452.14,1.4e-09,36.9,1.2,0.00017,20.1,0.1,GCA_000170175.2
EHK23653.1,-,TCO89,PF10452.14,8e-06,24.8,12.9,0.0097,14.6,0.1,GCA_000170995.2
EHK44062.1,-,TCO89,PF10452.14,1.8e-05,23.6,17.9,0.0035,16.0,0.1,GCA_000171015.2
EDN60965.1,-,TCO89,PF10452.14,6.2e-118,393.7,62.3,1.3e-117,392.7,62.3,GCA_000181435.1
EDZ68951.1,-,TCO89,PF10452.14,8.2e-118,393.2,63.3,1.7e-117,392.1,63.3,GCA_000182175.1
EEU09156.1,-,TCO89,PF10452.14,7.8e-118,393.2,63.3,1.7e-117,392.1,63.3,GCA_000182315.2
CCE40523.1,-,TCO89,PF10452.14,1.5e-10,39.3,27.7,7.4e-07,27.1,17.9,GCA_000182765.2
EAA31185.1,-,TCO89,PF10452.14,7.9e-06,24.6,2.3,7.9e-06,24.6,2.3,GCA_000182925.2
AOW26155.1,-,TCO89,PF10452.14,4e-12,44.5,59.1,1.9e-08,32.4,1.3,GCA_000182965.3
ELR06138.1,-,TCO89,PF10452.14,0.00019,19.8,6.1,0.00084,17.7,0.2,GCA_000184105.1
ESW97781.1,-,TCO89,PF10452.14,2.3e-12,45.1,2.1,2.3e-12,45.1,2.1,GCA_000187245.3
EFY89161.1,-,TCO89,PF10452.14,6e-05,21.6,0.3,0.01,14.2,0.0,GCA_000187405.1
EFZ02724.1,-,TCO89,PF10452.14,1.1e-05,24.2,6.7,0.018,13.6,0.0,GCA_000187425.2
EGA76586.1,-,TCO89,PF10452.14,2.2e-78,262.6,37.5,3.8e-78,261.8,37.5,GCA_000190215.1
KLU89242.1,-,TCO89,PF10452.14,8.2e-07,28.0,0.0,8.2e-07,28.0,0.0,GCA_000193285.1
EAZ63860.2,-,TCO89,PF10452.14,1.1e-09,36.5,25.8,1.1e-08,33.1,2.0,GCA_000209165.1
EGO54112.1,-,TCO89,PF10452.14,6.2e-06,24.9,2.0,6.2e-06,24.9,2.0,GCA_000213175.1
EGZ68465.1,-,TCO89,PF10452.14,6.7e-06,24.9,2.0,6.7e-06,24.9,2.0,GCA_000213195.1
CAY86779.1,-,TCO89,PF10452.14,2e-116,388.8,63.4,4.2e-116,387.7,63.4,GCA_000218975.1
EGV61377.1,-,TCO89,PF10452.14,6.2e-11,40.8,0.9,6.2e-11,40.8,0.9,GCA_000223465.1
EGW35060.1,-,TCO89,PF10452.14,8.9e-11,40.1,65.5,7.7e-07,27.1,0.2,GCA_000223485.1
CCA36610.1,-,TCO89,PF10452.14,1.1e-20,72.6,3.8,1e-18,66.1,1.1,GCA_000223565.1
EGX43354.1,-,TCO89,PF10452.14,4.8e-06,25.4,9.5,5.6e-05,21.9,0.0,GCA_000225545.1
EGX93081.1,-,TCO89,PF10452.14,0.0017,16.8,22.2,0.028,12.7,0.1,GCA_000225605.1
AEO59034.1,-,TCO89,PF10452.14,0.016,13.5,12.3,0.11,10.7,0.1,GCA_000226095.1
AEO64310.1,-,TCO89,PF10452.14,0.026,12.8,11.7,0.22,9.8,0.1,GCA_000226115.1
AEO63402.1,-,TCO89,PF10452.14,0.24,9.7,1.8,0.88,7.8,0.2,GCA_000226115.1
CAP66556.1,-,TCO89,PF10452.14,0.0051,15.3,14.1,0.059,11.8,0.0,GCA_000226545.1
GAO46997.1,-,TCO89,PF10452.14,1.7e-10,39.4,0.0,1.7e-10,39.4,0.0,GCA_000227095.3
CCD25541.1,-,TCO89,PF10452.14,1.4e-66,224.1,96.4,8e-66,221.6,87.2,GCA_000227115.2
CBX96147.1,-,TCO89,PF10452.14,6.6e-08,31.7,2.7,6.6e-08,31.7,2.7,GCA_000230375.1
AET37988.1,-,TCO89,PF10452.14,2.3e-109,365.1,32.4,2.9e-109,364.7,32.4,GCA_000235365.1
CCE65035.1,-,TCO89,PF10452.14,2.3e-101,338.9,61.3,3e-101,338.5,61.3,GCA_000236905.1
CCC71417.1,-,TCO89,PF10452.14,2.5e-96,322.4,48.1,2.5e-96,322.4,48.1,GCA_000237345.1
ESU14968.1,-,TCO89,PF10452.14,0.0014,17.5,1.5,0.026,13.3,0.3,GCA_000240135.3
GAA96950.1,-,TCO89,PF10452.14,0.00031,18.7,7.8,0.00077,17.3,0.1,GCA_000241205.2
CCE92987.1,-,TCO89,PF10452.14,1.3e-120,402.3,37.8,1.7e-120,401.9,37.8,GCA_000243375.1
EIF46273.1,-,TCO89,PF10452.14,6e-13,46.9,18.8,6e-13,46.9,18.8,GCA_000259595.1
EWZ88376.1,-,TCO89,PF10452.14,0.031,13.9,0.1,0.031,13.9,0.1,GCA_000259975.2
EXM35388.1,-,TCO89,PF10452.14,0.0012,18.6,0.3,0.032,13.9,0.1,GCA_000260175.2
GAA26795.1,-,TCO89,PF10452.14,8.4e-117,390.0,66.5,2.2e-116,388.6,66.5,GCA_000260735.2
EIW07360.1,-,TCO89,PF10452.14,8.2e-118,393.2,63.3,1.7e-117,392.1,63.3,GCA_000269885.1
EJP67911.1,-,TCO89,PF10452.14,0.00023,19.7,3.4,0.002,16.6,0.2,GCA_000280675.1
EON69278.1,-,TCO89,PF10452.14,0.037,12.2,31.4,31,2.6,31.4,GCA_000281105.1
EJS41478.1,-,TCO89,PF10452.14,6.5e-120,399.6,61.5,1.4e-119,398.5,61.5,GCA_000292725.1
EKD15224.1,-,TCO89,PF10452.14,2.7,6.2,36.0,3.1,6.0,0.1,GCA_000298775.1
EKG11405.1,-,TCO89,PF10452.14,4.5e-07,29.1,3.5,4.5e-07,29.1,3.5,GCA_000302655.1
EKJ70848.1,-,TCO89,PF10452.14,0.0013,17.5,1.8,0.022,13.4,0.2,GCA_000303195.2
CCF56963.1,-,TCO89,PF10452.14,1.1e-66,224.5,60.6,2.2e-48,164.0,37.4,GCA_000304475.1
CCG83132.1,-,TCO89,PF10452.14,1.6e-17,62.0,0.6,1.6e-17,62.0,0.6,GCA_000312925.2
CCH46609.1,-,TCO89,PF10452.14,5e-27,93.9,24.2,5e-27,93.9,24.2,GCA_000313485.1
CCA68040.1,-,TCO89,PF10452.14,0.15,10.6,0.4,0.25,9.8,0.0,GCA_000313545.1
CCF34821.1,-,TCO89,PF10452.14,4.7e-05,22.6,1.8,0.0013,17.9,0.1,GCA_000313795.2
EKV06303.1,-,TCO89,PF10452.14,0.05,11.8,19.5,0.5,8.5,11.0,GCA_000315645.2
EKV08006.1,-,TCO89,PF10452.14,0.051,11.8,19.5,0.51,8.5,11.0,GCA_000315665.1
CCG22389.1,-,TCO89,PF10452.14,6.6e-10,37.1,59.4,1.1e-06,26.4,31.1,GCA_000315875.1
CCE82489.1,-,TCO89,PF10452.14,6.2e-07,28.3,2.0,6.2e-07,28.3,2.0,GCA_000315895.1
CCE81557.1,-,TCO89,PF10452.14,4e-06,25.6,2.8,4e-06,25.6,2.8,GCA_000315895.1
CCH57987.1,-,TCO89,PF10452.14,2.6e-84,282.7,90.4,6.9e-81,271.3,90.4,GCA_000315915.1
KAF4476852.1,-,TCO89,PF10452.14,0.00011,21.6,0.3,0.00011,21.6,0.3,GCA_000319635.2
EMD34880.1,-,TCO89,PF10452.14,0.06,11.9,3.4,0.097,11.3,3.4,GCA_000320605.2
EHM99953.1,-,TCO89,PF10452.14,4.6e-59,200.0,51.8,7.6e-59,199.3,51.8,GCA_000326105.1
EMD88677.1,-,TCO89,PF10452.14,5.8e-06,25.3,2.7,0.00012,21.0,0.2,GCA_000338975.1
EMD87575.1,-,TCO89,PF10452.14,0.28,9.9,1.3,0.43,9.2,1.3,GCA_000338975.1
EMD64425.1,-,TCO89,PF10452.14,6.8e-07,28.3,1.1,3.7e-05,22.5,0.1,GCA_000338995.1
EMG47742.1,-,TCO89,PF10452.14,7.5e-12,43.6,50.2,1.2e-07,29.8,0.7,GCA_000344705.1
EPS33997.1,-,TCO89,PF10452.14,2.1e-06,26.4,18.8,0.0061,14.9,0.0,GCA_000346795.1
CCE30165.1,-,TCO89,PF10452.14,0.00063,18.0,1.1,0.017,13.3,0.1,GCA_000347355.1
CCK72899.1,-,TCO89,PF10452.14,8e-87,290.9,40.0,2.4e-84,282.7,40.0,GCA_000348985.1
EMR08245.1,-,TCO89,PF10452.14,9.8e-10,35.9,11.5,9.8e-10,35.9,11.5,GCA_000349005.2
ENI05606.1,-,TCO89,PF10452.14,5.5e-06,25.3,2.7,0.00011,21.0,0.2,GCA_000354255.1
ENI06775.1,-,TCO89,PF10452.14,0.27,9.9,1.3,0.42,9.2,1.3,GCA_000354255.1
EOA88265.1,-,TCO89,PF10452.14,2e-06,26.7,12.7,0.00085,18.0,0.0,GCA_000359705.1
PHH50042.1,-,TCO89,PF10452.14,0.69,7.7,41.0,0.076,10.9,20.4,GCA_000389695.3
EPB91176.1,-,TCO89,PF10452.14,3.9e-08,32.4,12.0,3.9e-08,32.4,12.0,GCA_000401635.1
EPB83887.1,-,TCO89,PF10452.14,5.4e-08,31.9,6.1,7.3e-08,31.5,6.1,GCA_000401635.1
EPB82199.1,-,TCO89,PF10452.14,1e-06,27.7,18.3,2.6e-06,26.3,18.2,GCA_000401635.1
EPE04929.1,-,TCO89,PF10452.14,2.6e-09,35.8,0.1,2.6e-09,35.8,0.1,GCA_000410735.1
AGO13103.1,-,TCO89,PF10452.14,3.8e-96,321.4,18.9,6e-96,320.8,18.9,GCA_000412225.2
EPQ62144.1,-,TCO89,PF10452.14,1.2e-08,33.2,1.8,1.6e-08,32.7,0.8,GCA_000418435.1
KJK83872.1,-,TCO89,PF10452.14,1.1e-06,27.5,5.3,0.01,14.4,0.0,GCA_000426965.1
KJK89837.1,-,TCO89,PF10452.14,1.1e-06,27.5,5.3,0.01,14.4,0.0,GCA_000426985.1
POG61584.1,-,TCO89,PF10452.14,4.3e-06,26.7,0.0,5.2e-06,26.5,0.0,GCA_000439145.3
EPS41566.1,-,TCO89,PF10452.14,2.4e-07,29.6,7.4,9.2e-06,24.4,0.0,GCA_000441935.1
CDF89039.1,-,TCO89,PF10452.14,3.7e-122,407.4,41.0,4.7e-122,407.0,41.0,GCA_000442885.1
RMZ68389.1,-,TCO89,PF10452.14,2.3e-07,29.3,5.6,2.3e-07,29.3,5.6,GCA_000465215.2
MBW0520043.1,-,TCO89,PF10452.14,0.033,16.2,1.0,0.037,16.1,1.0,GCA_000469055.2
MBW0582234.1,-,TCO89,PF10452.14,0.11,14.5,6.9,0.13,14.3,6.9,GCA_000469055.2
GAD96096.1,-,TCO89,PF10452.14,0.067,11.3,0.1,0.067,11.3,0.1,GCA_000497085.1
ESZ95620.1,-,TCO89,PF10452.14,0.00076,18.0,0.4,0.00076,18.0,0.4,GCA_000503235.1
CDM26684.1,-,TCO89,PF10452.14,0.015,14.0,0.0,0.017,13.8,0.0,GCA_000513255.1
ETS02282.1,-,TCO89,PF10452.14,2.9e-05,22.6,12.9,0.0081,14.5,0.1,GCA_000513815.1
ETS78287.1,-,TCO89,PF10452.14,2.5e-06,26.7,19.5,0.0014,17.7,0.0,GCA_000516985.1
EUC30839.1,-,TCO89,PF10452.14,4.2e-07,29.1,1.7,1.6e-05,23.8,0.1,GCA_000523435.1
EUC41122.1,-,TCO89,PF10452.14,7.1e-06,24.9,2.2,0.0002,20.1,0.1,GCA_000523455.1
EWC46861.1,-,TCO89,PF10452.14,1.2e-06,26.4,10.6,1.8e-05,22.5,0.0,GCA_000525045.1
CDH16123.1,-,TCO89,PF10452.14,7.7e-122,407.4,41.0,9.8e-122,407.0,41.0,GCA_000530735.1
CDH10269.1,-,TCO89,PF10452.14,5.6e-120,401.2,41.5,8.6e-120,400.6,41.5,GCA_000530735.1
EWG88385.1,-,TCO89,PF10452.14,9.6e-118,392.8,62.9,2e-117,391.7,62.9,GCA_000568055.1
CDK28807.1,-,TCO89,PF10452.14,1.5e-20,72.3,30.1,3.9e-19,67.7,14.4,GCA_000576695.1
EXF76684.1,-,TCO89,PF10452.14,4e-05,22.6,1.1,0.0013,17.6,0.1,GCA_000582985.1
EXV05947.1,-,TCO89,PF10452.14,3.3e-06,26.0,6.6,0.011,14.3,0.0,GCA_000591435.1
EYB27721.1,-,TCO89,PF10452.14,0.0014,17.5,1.5,0.026,13.3,0.3,GCA_000599445.1
EYE90945.1,-,TCO89,PF10452.14,3.6e-07,28.9,0.0,0.013,13.8,0.0,GCA_000600275.1
EZF20256.1,-,TCO89,PF10452.14,0.0031,16.0,17.0,0.0055,15.2,1.3,GCA_000616765.1
EZF33815.1,-,TCO89,PF10452.14,0.0002,19.6,14.0,0.028,12.5,0.0,GCA_000616785.1
EZF40819.1,-,TCO89,PF10452.14,0.0031,16.0,17.0,0.0055,15.2,1.3,GCA_000616805.1
EZF51437.1,-,TCO89,PF10452.14,0.0031,16.0,17.0,0.0055,15.2,1.3,GCA_000616825.1
EZF62020.1,-,TCO89,PF10452.14,0.003,16.0,17.0,0.0055,15.2,1.3,GCA_000616845.1
EZF72711.1,-,TCO89,PF10452.14,0.0031,16.0,17.0,0.0055,15.2,1.3,GCA_000616865.1
EZF83491.1,-,TCO89,PF10452.14,0.0031,16.0,17.0,0.0055,15.2,1.3,GCA_000616905.1
EZF94061.1,-,TCO89,PF10452.14,0.0031,16.0,17.0,0.0056,15.2,1.3,GCA_000616945.1
EZG05421.1,-,TCO89,PF10452.14,0.0031,16.0,17.0,0.0056,15.2,1.3,GCA_000616965.1
EZG15720.1,-,TCO89,PF10452.14,0.0031,16.0,17.0,0.0056,15.2,1.3,GCA_000616985.1
KDB24316.1,-,TCO89,PF10452.14,0.0002,19.6,14.0,0.028,12.5,0.0,GCA_000622975.1
KDB32678.1,-,TCO89,PF10452.14,0.0031,16.0,17.0,0.0055,15.2,1.3,GCA_000622995.1
AHY78001.1,-,TCO89,PF10452.14,8.2e-118,393.2,63.3,1.8e-117,392.1,63.3,GCA_000662435.2
QUC23740.1,-,TCO89,PF10452.14,0.00028,19.1,12.8,0.0094,14.1,0.0,GCA_000687475.2
RLP61781.1,-,TCO89,PF10452.14,1.1e-12,46.4,56.5,2e-08,32.4,1.3,GCA_000691765.2
KDN65916.1,-,TCO89,PF10452.14,2.7e-05,23.1,0.9,0.0012,17.6,0.1,GCA_000696135.1
KEI36823.1,-,TCO89,PF10452.14,0.00052,17.9,7.8,0.0013,16.6,0.2,GCA_000708205.1
KZN92987.1,-,TCO89,PF10452.14,0.088,11.3,0.0,0.094,11.2,0.0,GCA_000710275.1
KEQ99940.1,-,TCO89,PF10452.14,2.9e-11,42.5,7.6,1.5e-10,40.2,0.0,GCA_000721755.1
KEQ73196.1,-,TCO89,PF10452.14,9.3e-11,40.8,0.0,9.3e-11,40.8,0.0,GCA_000721765.1
KEQ59478.1,-,TCO89,PF10452.14,1.2e-06,27.3,19.9,5.6e-05,21.7,19.8,GCA_000721775.1
KEQ82048.1,-,TCO89,PF10452.14,9.6e-11,40.9,0.1,9.6e-11,40.9,0.1,GCA_000721785.1
CDH53541.1,-,TCO89,PF10452.14,5e-12,45.4,7.1,5e-12,45.4,7.1,GCA_000723665.1
CDH59778.1,-,TCO89,PF10452.14,1e-08,34.4,2.8,1.7e-08,33.7,2.7,GCA_000723665.1
KEY67704.1,-,TCO89,PF10452.14,9.6e-05,21.1,12.9,0.0011,17.6,0.6,GCA_000730325.1
KEY77340.1,-,TCO89,PF10452.14,4e-06,25.3,1.0,0.046,11.9,0.0,GCA_000731615.1
KFA54808.1,-,TCO89,PF10452.14,9.5e-05,21.1,12.9,0.0011,17.6,0.6,GCA_000732565.1
KFA75675.1,-,TCO89,PF10452.14,6.7e-05,21.6,12.7,0.0008,18.0,0.5,GCA_000732765.1
KFA65296.1,-,TCO89,PF10452.14,7.1e-05,21.4,12.9,0.001,17.6,0.5,GCA_000732775.1
KFG80114.1,-,TCO89,PF10452.14,8.6e-07,27.8,5.1,0.0099,14.4,0.0,GCA_000739145.1
KFY29981.1,-,TCO89,PF10452.14,5.6e-05,21.5,6.1,0.0006,18.1,0.1,GCA_000750745.1
KFY47049.1,-,TCO89,PF10452.14,8.2e-05,21.0,0.1,0.00034,18.9,0.1,GCA_000750795.1
KFY60013.1,-,TCO89,PF10452.14,0.00072,18.1,0.3,0.00072,18.1,0.3,GCA_000750805.1
KFY52104.1,-,TCO89,PF10452.14,0.00051,18.4,0.1,0.00051,18.4,0.1,GCA_000750815.1
KFY81949.1,-,TCO89,PF10452.14,0.00072,18.2,6.0,0.0009,17.9,0.2,GCA_000750925.1
KFY88613.1,-,TCO89,PF10452.14,0.022,13.3,1.1,0.035,12.7,1.1,GCA_000750925.1
KGK36450.1,-,TCO89,PF10452.14,2.9e-16,58.4,8.7,2.9e-16,58.4,8.7,GCA_000764455.1
KFH47550.1,-,TCO89,PF10452.14,0.41,8.8,5.3,0.48,8.5,5.3,GCA_000769265.1
KGO45083.1,-,TCO89,PF10452.14,0.047,12.2,0.0,0.051,12.0,0.0,GCA_000769735.1
KGO52218.1,-,TCO89,PF10452.14,0.034,12.6,0.0,0.036,12.5,0.0,GCA_000769745.1
KGO73515.1,-,TCO89,PF10452.14,0.045,12.2,0.0,0.05,12.0,0.0,GCA_000769755.1
KGQ03908.1,-,TCO89,PF10452.14,0.0012,17.5,0.3,0.0012,17.5,0.3,GCA_000770705.1
KGR21509.1,-,TCO89,PF10452.14,8.8e-13,46.8,57.1,2e-08,32.4,1.3,GCA_000773725.1
KGR03688.1,-,TCO89,PF10452.14,5.9e-13,47.3,55.9,2e-08,32.4,1.3,GCA_000773735.1
KGQ98872.1,-,TCO89,PF10452.14,8.8e-13,46.8,57.1,2e-08,32.4,1.3,GCA_000773745.1
KGQ91745.1,-,TCO89,PF10452.14,1.2e-12,46.4,57.8,2.2e-08,32.2,1.8,GCA_000773755.1
KGR15609.1,-,TCO89,PF10452.14,2.2e-12,45.4,57.5,2e-08,32.4,1.3,GCA_000773805.1
KGR23535.1,-,TCO89,PF10452.14,1.3e-12,46.2,57.3,2.9e-08,31.8,1.4,GCA_000773825.1
KGT72670.1,-,TCO89,PF10452.14,8.8e-13,46.8,57.1,2e-08,32.4,1.3,GCA_000773845.1
KGU14819.1,-,TCO89,PF10452.14,5.9e-13,47.3,55.9,2e-08,32.4,1.3,GCA_000774085.1
KGU19502.1,-,TCO89,PF10452.14,1.3e-12,46.2,57.3,2.9e-08,31.8,1.4,GCA_000775445.1
KGU18730.1,-,TCO89,PF10452.14,2.4e-12,45.3,57.5,2.9e-08,31.8,1.4,GCA_000775455.1
KGU33855.1,-,TCO89,PF10452.14,3.4e-12,44.8,57.7,3e-08,31.8,1.4,GCA_000775465.1
KGU37688.1,-,TCO89,PF10452.14,2.2e-12,45.4,57.5,2e-08,32.4,1.3,GCA_000775505.1
KGU36066.1,-,TCO89,PF10452.14,6.4e-13,47.2,56.0,2e-08,32.4,1.3,GCA_000775525.1
KHC43312.1,-,TCO89,PF10452.14,2.2e-12,45.4,57.5,2e-08,32.4,1.3,GCA_000784495.1
KHC40518.1,-,TCO89,PF10452.14,2.2e-12,45.4,57.5,2e-08,32.4,1.3,GCA_000784505.1
KHC62095.1,-,TCO89,PF10452.14,2.4e-12,45.3,57.5,2.9e-08,31.8,1.4,GCA_000784515.1
KHC57441.1,-,TCO89,PF10452.14,2.2e-12,45.4,57.5,2e-08,32.4,1.3,GCA_000784525.1
KHC68651.1,-,TCO89,PF10452.14,1.6e-13,49.2,55.0,2e-08,32.4,1.3,GCA_000784575.1
KHC75894.1,-,TCO89,PF10452.14,6.3e-13,47.2,56.0,2e-08,32.4,1.3,GCA_000784595.1
KHC85076.1,-,TCO89,PF10452.14,2.2e-12,45.4,57.5,2e-08,32.4,1.3,GCA_000784615.1
KHC83259.1,-,TCO89,PF10452.14,1.6e-12,45.9,57.3,2e-08,32.4,1.3,GCA_000784635.1
